tag,protocol,model,reference,scope,n_settings,wins,mean_delta,median_delta,wilcoxon_p
netflow_sweep,p3,svc,classical_orig,toniot_scanning_natural_cur,9,5,0.00023614705984437775,0.00015834671087022745,0.5703125
netflow_sweep,p3,svc,classical_orig,unsw_dos_natural_cur,9,9,0.020085929839275856,0.018843560152770222,0.00390625
netflow_sweep,p3,svc,classical_orig,unsw_recon_natural_cur,9,9,0.007595149810946185,0.006183453905834191,0.00390625
netflow_sweep,p1,gpc,classical_ext,ALL,27,20,0.005793949392693809,0.005728687358410256,0.006450757384300232
netflow_sweep,p1,gpc,classical_ext,toniot_scanning_natural_cur,9,4,-0.0008410466179796053,-0.0013588722567956513,0.65234375
netflow_sweep,p1,gpc,classical_ext,unsw_dos_natural_cur,9,8,0.005257889574893062,0.003834947209895412,0.0390625
netflow_sweep,p1,gpc,classical_ext,unsw_recon_natural_cur,9,8,0.012965005221167971,0.011662421673896861,0.0078125
netflow_sweep,p1,svc,classical_ext,ALL,27,12,-0.006861022559410909,-0.0010448856967039122,0.39974282681941986
netflow_sweep,p1,svc,classical_ext,toniot_scanning_natural_cur,9,0,-0.03489121188667204,-0.02790325952059225,0.00390625
netflow_sweep,p1,svc,classical_ext,unsw_dos_natural_cur,9,8,0.009711735005829534,0.010759444729673606,0.0078125
netflow_sweep,p1,svc,classical_ext,unsw_recon_natural_cur,9,4,0.00459640920260978,-0.0010448856967039122,0.5703125
netflow_sweep,p2,gpc,classical_ext,ALL,27,21,0.004982772332672327,0.0033434879224749636,0.007585808634757996
netflow_sweep,p2,gpc,classical_ext,toniot_scanning_natural_cur,9,8,0.0031152987324810765,0.0029929030183003524,0.02734375
netflow_sweep,p2,gpc,classical_ext,unsw_dos_natural_cur,9,7,0.0074425851481463795,0.00294229480624153,0.12890625
netflow_sweep,p2,gpc,classical_ext,unsw_recon_natural_cur,9,6,0.004390433117389526,0.006451165635949718,0.359375
netflow_sweep,p2,svc,classical_ext,ALL,27,17,0.009185752078934638,0.00975428178863702,0.0029667913913726807
netflow_sweep,p2,svc,classical_ext,toniot_scanning_natural_cur,9,1,-0.0019077781203973914,-0.0011737303253873677,0.0546875
netflow_sweep,p2,svc,classical_ext,unsw_dos_natural_cur,9,8,0.019699660553120432,0.016434977607084456,0.0078125
netflow_sweep,p2,svc,classical_ext,unsw_recon_natural_cur,9,8,0.009765373804080872,0.009885966273445956,0.01953125
netflow_sweep,p3,gpc,classical_ext,ALL,27,26,0.007975889015915004,0.006060727823372969,2.9802322387695312e-08
netflow_sweep,p3,gpc,classical_ext,toniot_scanning_natural_cur,9,9,0.004059335664661595,0.0034398303926017615,0.00390625
netflow_sweep,p3,gpc,classical_ext,unsw_dos_natural_cur,9,9,0.010772210829446424,0.009894244706587396,0.00390625
netflow_sweep,p3,gpc,classical_ext,unsw_recon_natural_cur,9,8,0.009096120553636991,0.010198913175744062,0.0078125
netflow_sweep,p3,svc,classical_ext,ALL,27,23,0.009079126776442119,0.0041140116207677435,3.084540367126465e-06
netflow_sweep,p3,svc,classical_ext,toniot_scanning_natural_cur,9,5,0.00023614705984437775,0.00015834671087022745,0.5703125
netflow_sweep,p3,svc,classical_ext,unsw_dos_natural_cur,9,9,0.020082915028841408,0.018843560152770222,0.00390625
netflow_sweep,p3,svc,classical_ext,unsw_recon_natural_cur,9,9,0.006918318240640573,0.0041140116207677435,0.00390625
