status,case,run,group,model,quantum_kernel,quantum_stratum,tier,n_target,n_classical,realized_accuracy_advantage,policy,draw,threshold,n_labels,n_informative_counterexamples
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,0,0.005,422,80
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,0,0.01,408,78
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,0,0.02,384,71
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,1,0.005,455,83
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,1,0.01,453,82
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,1,0.02,338,64
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,2,0.005,470,82
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,2,0.01,463,80
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,2,0.02,407,74
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,3,0.005,452,82
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,3,0.01,447,81
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,3,0.02,406,75
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,4,0.005,423,72
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,4,0.01,402,68
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,4,0.02,352,62
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,5,0.005,398,74
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,5,0.01,396,73
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,5,0.02,368,67
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,6,0.005,435,79
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,6,0.01,433,77
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,6,0.02,328,63
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,7,0.005,441,81
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,7,0.01,425,79
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,7,0.02,326,60
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,8,0.005,452,79
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,8,0.01,444,77
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,8,0.02,421,72
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,9,0.005,458,84
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,9,0.01,427,80
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,9,0.02,399,76
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,10,0.005,445,81
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,10,0.01,429,78
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,10,0.02,347,67
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,11,0.005,464,80
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,11,0.01,450,78
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,11,0.02,398,69
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,12,0.005,427,82
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,12,0.01,424,81
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,12,0.02,344,67
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,13,0.005,470,84
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,13,0.01,454,81
post-unlock exploratory,00_ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,gpc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.008000000000000007,hash_all,13,0.02,439,77
